train_step,forward_agent/optimal_pd,method,source
31074,51.76184657679853,RISC,risc
31106,61.98447359578212,RISC,risc
31133,57.26459714038599,RISC,risc
31154,64.88885043508316,RISC,risc
31197,68.33536074468121,RISC,risc
31218,65.29554184028005,RISC,risc
31282,44.56103691018553,RISC,risc
31323,74.39346067138489,RISC,risc
31344,65.83726660392566,RISC,risc
31393,62.634699738456675,RISC,risc
31414,60.10699733822834,RISC,risc
31448,61.63060501567615,RISC,risc
31469,64.05316373907466,RISC,risc
31535,53.300000248708045,RISC,risc
31556,63.667144919620334,RISC,risc
31592,66.82902883752993,RISC,risc
31629,69.79939730450968,RISC,risc
31658,43.71174828287363,RISC,risc
31679,46.14724080236162,RISC,risc
31725,64.6651488903256,RISC,risc
31762,64.43328578092952,RISC,risc
31793,59.96671357687943,RISC,risc
31829,61.896820035821364,RISC,risc
31877,43.51611217197359,RISC,risc
31914,65.95960291513153,RISC,risc
31952,66.56573820454432,RISC,risc
31995,39.400007776930046,RISC,risc
32042,55.98175170862254,RISC,risc
32077,52.99736625513388,RISC,risc
32111,58.28335367778672,RISC,risc
32132,56.533521379822105,RISC,risc
32169,49.632129112503534,RISC,risc
32190,52.366786143482116,RISC,risc
32262,53.79804086865011,RISC,risc
32298,69.88883537038626,RISC,risc
32332,60.94435656864506,RISC,risc
32381,62.002828157736644,RISC,risc
32402,80.0926582652071,RISC,risc
32459,46.587773010612224,RISC,risc
32490,63.82576615909515,RISC,risc
32517,30.727012165998747,RISC,risc
32538,21.7585571284577,RISC,risc
32565,31.11894928873266,RISC,risc
32607,46.886283275984084,RISC,risc
32635,38.215184684358775,RISC,risc
32656,34.68932099860837,RISC,risc
32702,44.79570172686104,RISC,risc
32723,38.28806116331386,RISC,risc
32764,60.02453077403334,RISC,risc
32785,30.614574287889475,RISC,risc
32806,31.106580996617577,RISC,risc
32827,32.064379970897136,RISC,risc
32848,40.40209284221423,RISC,risc
32910,55.64779802746936,RISC,risc
32931,32.88657642004885,RISC,risc
32982,47.34551925972559,RISC,risc
33003,45.40384285450475,RISC,risc
33024,36.97014815187779,RISC,risc
33057,37.133045213636635,RISC,risc
33078,33.103122671094006,RISC,risc
33143,40.275190387733964,RISC,risc
33198,56.128204054504174,RISC,risc
33219,30.92075964138837,RISC,risc
33269,44.23409280407733,RISC,risc
33319,23.460380847840835,RISC,risc
33347,16.827552158255138,RISC,risc
33653,0.5091191460478912,RISC,risc
33704,0.9529375667701332,RISC,risc
33789,1.325613007065647,RISC,risc
33829,0.9310705110439123,RISC,risc
33917,1.2639359830597683,RISC,risc
33965,0.8720848607683793,RISC,risc
34041,1.2987017328817416,RISC,risc
34094,1.0370739610421202,RISC,risc
34153,0.8801470016020987,RISC,risc
34257,1.1519345404109504,RISC,risc
34336,0.8578488915685553,RISC,risc
34387,10.795989866568616,RISC,risc
34423,44.385575483639215,RISC,risc
34457,52.49075983510272,RISC,risc
34478,26.293196585312987,RISC,risc
34512,48.44600347303625,RISC,risc
34562,67.21674534820197,RISC,risc
34589,60.03245494122391,RISC,risc
34613,16.0775619044304,RISC,risc
34647,0.7559357392052546,RISC,risc
34732,1.2088835765612456,RISC,risc
34798,44.53722712799297,RISC,risc
34819,26.268869051920475,RISC,risc
34870,52.61660345258339,RISC,risc
34891,29.91117162540296,RISC,risc
34998,1.2048424790640657,RISC,risc
35071,0.7193763798611928,RISC,risc
35172,0.9425733414056716,RISC,risc
35234,0.7704371579714403,RISC,risc
35294,0.6442633012173299,RISC,risc
35327,0.6912690133628621,RISC,risc
35433,2.246725673462233,RISC,risc
35495,0.8211268991579663,RISC,risc
35552,31.376029383240084,RISC,risc
35591,45.03769164051733,RISC,risc
35633,39.28867951114225,RISC,risc
35663,11.915458297777674,RISC,risc
35766,0.7222684600330769,RISC,risc
35804,0.4499064472608591,RISC,risc
35876,0.9547699964437335,RISC,risc
35968,12.813552068980075,RISC,risc
36010,38.97887989144349,RISC,risc
36039,52.49896576350045,RISC,risc
36060,23.301802083291992,RISC,risc
36089,35.10277452503762,RISC,risc
36134,40.09496447141404,RISC,risc
36207,41.58524276955022,RISC,risc
36272,41.01923506817268,RISC,risc
36293,41.94646549164031,RISC,risc
36314,38.19987389833369,RISC,risc
36383,41.2194905079287,RISC,risc
36404,44.91585651190108,RISC,risc
36508,42.51402249872672,RISC,risc
36573,45.272629025475844,RISC,risc
36594,46.250952726478516,RISC,risc
36639,45.774698722092886,RISC,risc
36681,41.64577645519512,RISC,risc
36741,43.79874982591967,RISC,risc
36762,46.90184880942998,RISC,risc
36820,46.16092230710667,RISC,risc
36861,45.12100978671673,RISC,risc
36931,45.57597860080841,RISC,risc
36952,45.10411020275689,RISC,risc
36995,45.90086763373844,RISC,risc
37031,25.575672399690664,RISC,risc
37074,59.439221679903895,RISC,risc
37107,31.896704782093664,RISC,risc
37133,62.25177034084355,RISC,risc
37161,21.628222588648114,RISC,risc
37206,57.07149084375773,RISC,risc
37232,30.215958292908123,RISC,risc
37268,49.10724642033376,RISC,risc
37314,28.97770598586845,RISC,risc
37348,38.712507509587255,RISC,risc
37385,50.68558602479134,RISC,risc
37428,52.38743354850166,RISC,risc
37464,60.77608932034695,RISC,risc
37496,20.29444270695492,RISC,risc
37532,2.430616912500639,RISC,risc
37577,7.755451454272546,RISC,risc
37623,2.8948929742827785,RISC,risc
37678,22.542016148051484,RISC,risc
37699,16.416397076335397,RISC,risc
37739,1.6319082627461161,RISC,risc
37808,3.7645502444353482,RISC,risc
37861,13.714898891688708,RISC,risc
37891,28.843150003963192,RISC,risc
37912,2.9958840615134705,RISC,risc
37978,28.094367370394984,RISC,risc
38037,16.720758967879924,RISC,risc
38071,38.827273985645796,RISC,risc
38103,33.35372775432323,RISC,risc
38137,37.97705519133716,RISC,risc
38158,3.6532918656045132,RISC,risc
38249,17.56836453411,RISC,risc
38270,19.76557629786321,RISC,risc
38317,4.365130769913125,RISC,risc
38376,8.64709680622642,RISC,risc
38397,23.852711444113176,RISC,risc
38452,21.164045999944438,RISC,risc
38483,30.942944335995186,RISC,risc
38536,34.2483715726562,RISC,risc
38557,21.249168015752694,RISC,risc
38614,1.9853716212292076,RISC,risc
38653,13.96262408221066,RISC,risc
38714,22.21025983546614,RISC,risc
38752,34.808849550326954,RISC,risc
38773,19.354111899851873,RISC,risc
38834,42.19962503976819,RISC,risc
38862,59.045262731274896,RISC,risc
38910,52.27609555210465,RISC,risc
38931,27.393624904048895,RISC,risc
38989,19.1196140205763,RISC,risc
39027,29.36216695293336,RISC,risc
39048,4.470834474141455,RISC,risc
39139,0.9195826349022395,RISC,risc
39199,0.9018125697803695,RISC,risc
39255,0.8190669795815432,RISC,risc
39314,24.310797122105058,RISC,risc
39335,20.19166819505685,RISC,risc
39381,45.552769687161614,RISC,risc
39402,23.44329159353991,RISC,risc
39439,2.0152006422191575,RISC,risc
39495,26.2912229913525,RISC,risc
39537,33.50684849487974,RISC,risc
39572,39.074153875389236,RISC,risc
39593,13.328634963856741,RISC,risc
39624,5.215041479580967,RISC,risc
39680,0.12334130187074005,RISC,risc
39727,10.576646375061769,RISC,risc
39764,4.556107640240219,RISC,risc
39810,9.499217932891787,RISC,risc
39853,0.6013261074891686,RISC,risc
39890,2.7761414506321898,RISC,risc
39928,1.8391145644855376,RISC,risc
40010,18.65014388588195,RISC,risc
40031,9.550494617515822,RISC,risc
40096,7.5116089510693635,RISC,risc
40137,7.741625872281503,RISC,risc
40197,1.38018375065237,RISC,risc
40269,0.5795857445240823,RISC,risc
40351,0.5139451299096589,RISC,risc
40412,5.906256245657234,RISC,risc
40438,4.379385876225641,RISC,risc
40498,0.2738432980525982,RISC,risc
40569,19.073556361534866,RISC,risc
40596,12.926487705235315,RISC,risc
40667,13.066634624684701,RISC,risc
40693,7.512314382651297,RISC,risc
40747,10.32525278443007,RISC,risc
40777,23.545124667056317,RISC,risc
40823,2.638462471030573,RISC,risc
40889,3.3252301387417122,RISC,risc
40924,6.087457746856224,RISC,risc
40954,1.1617485581131024,RISC,risc
41023,0.09071059879807969,RISC,risc
41142,0.10481092157835885,RISC,risc
41192,2.5936740726711793,RISC,risc
41246,0.4608182711019264,RISC,risc
41307,22.851864946931023,RISC,risc
41358,23.2721038807917,RISC,risc
41379,15.565838492726932,RISC,risc
41422,29.567146944922246,RISC,risc
41453,19.121304273969113,RISC,risc
41488,2.7776083817457304,RISC,risc
41542,2.6086517399049525,RISC,risc
41593,7.313900120674453,RISC,risc
41630,31.95691667650003,RISC,risc
41651,19.56250372035378,RISC,risc
41683,23.222599097634504,RISC,risc
41729,21.963928319798836,RISC,risc
41785,2.8122337026635043,RISC,risc
41943,15.318759470081558,RISC,risc
41974,22.781400240489276,RISC,risc
42009,2.837494087011069,RISC,risc
42061,1.325787212068631,RISC,risc
42094,0.1435832121323421,RISC,risc
42150,4.709975434280387,RISC,risc
42182,1.5827150394758662,RISC,risc
42240,19.943475981447424,RISC,risc
42261,3.9303563713646636,RISC,risc
42316,24.92696908874484,RISC,risc
42361,20.406684214614902,RISC,risc
42402,10.264131748528985,RISC,risc
42423,8.546852723471924,RISC,risc
42464,4.0807570950841505,RISC,risc
42493,0.42184794856769803,RISC,risc
42547,8.777316309478818,RISC,risc
42585,0.25904364965905996,RISC,risc
42635,8.029081005012698,RISC,risc
42683,2.505046535200207,RISC,risc
42723,4.34778749435597,RISC,risc
42762,4.0395273747300395,RISC,risc
42797,2.122861418696478,RISC,risc
42858,2.5426450604147144,RISC,risc
42905,16.40038064771805,RISC,risc
42926,3.6995168744232454,RISC,risc
42992,2.6071773079720355,RISC,risc
43046,24.484708170626067,RISC,risc
43079,21.90009781632422,RISC,risc
43119,29.069356770987547,RISC,risc
43161,17.21211713519153,RISC,risc
43201,7.661541583875694,RISC,risc
43222,2.9076805801189907,RISC,risc
43276,3.1374002286917406,RISC,risc
43314,0.23753815437110418,RISC,risc
43368,15.429158240681831,RISC,risc
43418,7.586415889189846,RISC,risc
43465,11.928822572524728,RISC,risc
43490,10.326294058508918,RISC,risc
43532,15.038142125162818,RISC,risc
43586,11.2200936876535,RISC,risc
43628,15.250575232060912,RISC,risc
43663,18.19622666239391,RISC,risc
43684,4.10229886515934,RISC,risc
43728,1.828955005586161,RISC,risc
43794,7.276782669475565,RISC,risc
43819,23.704928307412175,RISC,risc
43847,19.2876689568335,RISC,risc
43875,5.40101103056697,RISC,risc
43913,1.7981292847837178,RISC,risc
43985,24.06966246976565,RISC,risc
44006,8.06878509166043,RISC,risc
44045,3.241628320095162,RISC,risc
44094,5.454166608906502,RISC,risc
44143,3.8597890984068086,RISC,risc
44202,8.52060045454274,RISC,risc
44238,16.36844324731529,RISC,risc
44276,11.09829287386109,RISC,risc
44297,4.556592791214857,RISC,risc
44356,1.7084250798792875,RISC,risc
44403,15.105385835415653,RISC,risc
44445,5.709130723604965,RISC,risc
44491,20.568408214074253,RISC,risc
44512,5.029906046318108,RISC,risc
44556,4.078211362979224,RISC,risc
44608,2.9957783271411467,RISC,risc
44650,2.85277369860299,RISC,risc
44712,2.7784355278834796,RISC,risc
44743,16.83941586705071,RISC,risc
44781,16.056748245109333,RISC,risc
44838,4.845775482891948,RISC,risc
44859,4.951691311596505,RISC,risc
44901,4.166685384649576,RISC,risc
44940,1.848766804172865,RISC,risc
45006,8.461948385481882,RISC,risc
45027,10.674134203292175,RISC,risc
45070,4.460800551129011,RISC,risc
45105,0.9636428647981612,RISC,risc
45152,4.46229338479339,RISC,risc
45204,4.084477824864757,RISC,risc
45230,6.409641697604231,RISC,risc
45271,4.04147210412504,RISC,risc
45305,1.2328298279739844,RISC,risc
45366,16.652852083456988,RISC,risc
45392,2.7355924523199766,RISC,risc
45463,21.6055556933579,RISC,risc
45484,26.09383121720519,RISC,risc
45508,5.141760317561193,RISC,risc
45575,5.182406413499815,RISC,risc
45606,9.937127079356609,RISC,risc
45627,3.6277375220307997,RISC,risc
45697,15.985606729323814,RISC,risc
45718,13.853011858406116,RISC,risc
45759,2.3039797060499896,RISC,risc
45786,3.8307462382784987,RISC,risc
45829,0.25041456337242896,RISC,risc
45867,1.037265058974395,RISC,risc
45941,10.59267089004858,RISC,risc
45962,8.931706753334618,RISC,risc
46015,14.308115921002104,RISC,risc
46036,7.843759985144387,RISC,risc
46083,2.3628213242770384,RISC,risc
46132,9.251686217917381,RISC,risc
46190,6.533891498312247,RISC,risc
46211,13.55007246857626,RISC,risc
46247,2.3961617913428777,RISC,risc
46282,2.6993517646880747,RISC,risc
46316,1.4183178366948368,RISC,risc
46370,2.244468058392004,RISC,risc
46410,2.6315854836623216,RISC,risc
46457,5.868516345419853,RISC,risc
46507,11.89572411344051,RISC,risc
46528,6.741774684009741,RISC,risc
46565,0.41717056739411384,RISC,risc
46606,3.3070568065743973,RISC,risc
46648,3.721567956852506,RISC,risc
46691,4.430742365452616,RISC,risc
46735,10.552301888931453,RISC,risc
46781,2.2812620337967564,RISC,risc
46825,11.954796050416604,RISC,risc
46858,14.141747297357984,RISC,risc
46896,12.970843291584627,RISC,risc
46952,9.007072739343547,RISC,risc
46985,19.809239259145567,RISC,risc
47006,8.713780540766288,RISC,risc
47050,1.7062975105766487,RISC,risc
47095,8.31785205227693,RISC,risc
47142,16.413154542094443,RISC,risc
47171,18.809396423150503,RISC,risc
47198,13.437542860119933,RISC,risc
47219,6.107951193454688,RISC,risc
47275,12.376523796045486,RISC,risc
47306,14.290586699961002,RISC,risc
47327,4.68841580246829,RISC,risc
47371,4.019314783332385,RISC,risc
47423,9.850424133136599,RISC,risc
47475,8.918039516574705,RISC,risc
47504,12.262277406510771,RISC,risc
47545,10.251517426035745,RISC,risc
47566,2.8491526437272023,RISC,risc
47621,6.519452300503252,RISC,risc
47658,1.4031033255606415,RISC,risc
47722,11.79245812602206,RISC,risc
47757,6.409864870512625,RISC,risc
47792,4.49390378258457,RISC,risc
47855,10.68128487698632,RISC,risc
47879,9.761258723454972,RISC,risc
47912,4.0145277841903555,RISC,risc
47967,6.622667655378726,RISC,risc
48014,11.405463006613337,RISC,risc
48039,6.753713328840248,RISC,risc
48086,4.26606633749661,RISC,risc
48122,0.6784112764640973,RISC,risc
48181,5.364265531858541,RISC,risc
48221,5.629632287868418,RISC,risc
48276,10.212209527810513,RISC,risc
48299,7.2601630960701975,RISC,risc
48330,0.978896913178635,RISC,risc
48385,10.509276352241011,RISC,risc
48424,1.3025048993191803,RISC,risc
48479,5.565746713837379,RISC,risc
48526,3.237827895660153,RISC,risc
48567,12.388258105758839,RISC,risc
48593,10.162109611709653,RISC,risc
48649,8.351252211930268,RISC,risc
48670,3.147132093479367,RISC,risc
48734,8.004182259784214,RISC,risc
48755,5.183994108910225,RISC,risc
48816,9.012178761657673,RISC,risc
48837,8.053556062384645,RISC,risc
48887,4.445371850007739,RISC,risc
48927,9.72823790186921,RISC,risc
48948,2.9142643766187812,RISC,risc
49015,10.822598588595667,RISC,risc
49048,12.728418598323637,RISC,risc
49072,3.6253267608072495,RISC,risc
49122,9.528035111053576,RISC,risc
49175,13.62819607079623,RISC,risc
49204,10.103581666844914,RISC,risc
49256,7.530730752554309,RISC,risc
49288,6.749056060424488,RISC,risc
49337,4.281651099639645,RISC,risc
49379,3.221727208684348,RISC,risc
49434,3.610288412540469,RISC,risc
49455,8.371471256524833,RISC,risc
49520,9.801936281155763,RISC,risc
49547,13.845538666179321,RISC,risc
49583,11.61179015364111,RISC,risc
49625,8.258061528988899,RISC,risc
49646,3.4664236861024307,RISC,risc
49706,2.4330336384099085,RISC,risc
49743,8.617024346634231,RISC,risc
49798,6.376213683212894,RISC,risc
49844,5.47315070409568,RISC,risc
49878,11.261997530955545,RISC,risc
49914,10.775717863369467,RISC,risc
49959,10.762424764654007,RISC,risc
49993,11.976829690015785,RISC,risc
20,71.39833481761428,Reverse Curriculum,risc
41,77.35666384590549,Reverse Curriculum,risc
62,76.94175728996949,Reverse Curriculum,risc
83,77.19360840008065,Reverse Curriculum,risc
105,77.48541089087055,Reverse Curriculum,risc
126,77.2013333007681,Reverse Curriculum,risc
147,82.25783509523251,Reverse Curriculum,risc
168,80.05536135397911,Reverse Curriculum,risc
189,77.51992366321616,Reverse Curriculum,risc
211,74.02481109109667,Reverse Curriculum,risc
232,77.60800918235866,Reverse Curriculum,risc
253,81.09798777708654,Reverse Curriculum,risc
274,81.34755669900477,Reverse Curriculum,risc
295,80.76980757986149,Reverse Curriculum,risc
317,81.91179153242084,Reverse Curriculum,risc
338,80.1482093217884,Reverse Curriculum,risc
359,81.44940173637438,Reverse Curriculum,risc
380,77.36041542944602,Reverse Curriculum,risc
401,75.62936084878366,Reverse Curriculum,risc
423,79.8687430608633,Reverse Curriculum,risc
444,82.02156821565116,Reverse Curriculum,risc
465,80.47965225577491,Reverse Curriculum,risc
486,75.87784524570692,Reverse Curriculum,risc
508,77.49155876837571,Reverse Curriculum,risc
529,74.38034290551018,Reverse Curriculum,risc
550,74.83051387778349,Reverse Curriculum,risc
571,76.20471371149046,Reverse Curriculum,risc
592,78.1091747402508,Reverse Curriculum,risc
614,74.43986152725924,Reverse Curriculum,risc
635,71.39466769988665,Reverse Curriculum,risc
656,72.34506775850562,Reverse Curriculum,risc
677,78.21547146167936,Reverse Curriculum,risc
698,78.16062289640888,Reverse Curriculum,risc
720,78.23841872735917,Reverse Curriculum,risc
741,77.6980659468592,Reverse Curriculum,risc
762,75.84741178415725,Reverse Curriculum,risc
783,78.1577706707231,Reverse Curriculum,risc
804,75.49359254307936,Reverse Curriculum,risc
826,74.67275882274964,Reverse Curriculum,risc
847,74.50246201218357,Reverse Curriculum,risc
868,78.8835732961655,Reverse Curriculum,risc
889,79.10703953732565,Reverse Curriculum,risc
911,78.66560708181574,Reverse Curriculum,risc
932,77.24908359200701,Reverse Curriculum,risc
953,75.94180146454907,Reverse Curriculum,risc
974,74.69923946216774,Reverse Curriculum,risc
995,73.52276635055824,Reverse Curriculum,risc
1017,71.86126924193222,Reverse Curriculum,risc
1038,73.89179941023765,Reverse Curriculum,risc
1059,75.7413276401102,Reverse Curriculum,risc
1080,80.25866185609024,Reverse Curriculum,risc
1101,78.96606242389656,Reverse Curriculum,risc
1123,82.39538396544913,Reverse Curriculum,risc
1144,80.191976879249,Reverse Curriculum,risc
1165,83.2727918502309,Reverse Curriculum,risc
1186,85.13669018275468,Reverse Curriculum,risc
1207,84.75650041042422,Reverse Curriculum,risc
1229,86.9837918388813,Reverse Curriculum,risc
1250,90.86603817191823,Reverse Curriculum,risc
1271,92.22487338623768,Reverse Curriculum,risc
1292,92.3988278999625,Reverse Curriculum,risc
1314,91.21009224948334,Reverse Curriculum,risc
1335,90.80685651134505,Reverse Curriculum,risc
1356,89.1257411031301,Reverse Curriculum,risc
1377,86.01740709216334,Reverse Curriculum,risc
1398,86.54825264219009,Reverse Curriculum,risc
1420,85.33205822927228,Reverse Curriculum,risc
1441,83.98669796572194,Reverse Curriculum,risc
1462,86.14945143137129,Reverse Curriculum,risc
1483,86.76791476934174,Reverse Curriculum,risc
1504,87.08765679166692,Reverse Curriculum,risc
1526,87.0759624720218,Reverse Curriculum,risc
1547,87.26262269853949,Reverse Curriculum,risc
1568,86.04557297847248,Reverse Curriculum,risc
1589,88.37557969527714,Reverse Curriculum,risc
1610,87.85885226860738,Reverse Curriculum,risc
1632,86.87137990758848,Reverse Curriculum,risc
1653,86.54337675443932,Reverse Curriculum,risc
1674,86.04514098505311,Reverse Curriculum,risc
1695,84.28054658996929,Reverse Curriculum,risc
1717,83.8937829545189,Reverse Curriculum,risc
1738,85.51943229156439,Reverse Curriculum,risc
1759,84.89962308096403,Reverse Curriculum,risc
1780,84.81748419606105,Reverse Curriculum,risc
1801,85.81483195557185,Reverse Curriculum,risc
1823,90.02827634408206,Reverse Curriculum,risc
1844,92.29635742649306,Reverse Curriculum,risc
1865,91.70812472760382,Reverse Curriculum,risc
1886,92.04090559761399,Reverse Curriculum,risc
1907,92.26027908858144,Reverse Curriculum,risc
1929,91.5307735255992,Reverse Curriculum,risc
1950,90.40177257134262,Reverse Curriculum,risc
1971,87.70533760724251,Reverse Curriculum,risc
1992,84.30809229942882,Reverse Curriculum,risc
2013,84.92669146778903,Reverse Curriculum,risc
2035,83.23236036039735,Reverse Curriculum,risc
2056,84.07800688903671,Reverse Curriculum,risc
2077,83.86212952974684,Reverse Curriculum,risc
2098,86.40402232958007,Reverse Curriculum,risc
2119,83.81715162385464,Reverse Curriculum,risc
2141,84.68994696524116,Reverse Curriculum,risc
2162,86.37652013562067,Reverse Curriculum,risc
2183,85.93918626179719,Reverse Curriculum,risc
2204,82.96189025566353,Reverse Curriculum,risc
2226,83.58364951096956,Reverse Curriculum,risc
2247,86.53058535216613,Reverse Curriculum,risc
2268,87.76475178633133,Reverse Curriculum,risc
2289,86.07763630060113,Reverse Curriculum,risc
2310,84.72902856844784,Reverse Curriculum,risc
2332,85.65170423137208,Reverse Curriculum,risc
2353,87.55123643429117,Reverse Curriculum,risc
2374,86.12156684260526,Reverse Curriculum,risc
2395,85.89260766348313,Reverse Curriculum,risc
2416,85.93183481420962,Reverse Curriculum,risc
2438,86.06305389703263,Reverse Curriculum,risc
2459,86.16028013013202,Reverse Curriculum,risc
2480,87.01511207565622,Reverse Curriculum,risc
2501,85.2434779613035,Reverse Curriculum,risc
2522,85.13211373422307,Reverse Curriculum,risc
2544,85.8708019952572,Reverse Curriculum,risc
2565,85.87623499745165,Reverse Curriculum,risc
2586,86.38964516520153,Reverse Curriculum,risc
2607,85.7948756539126,Reverse Curriculum,risc
2629,86.9391799326525,Reverse Curriculum,risc
2650,85.19097871107668,Reverse Curriculum,risc
2671,87.86515461716853,Reverse Curriculum,risc
2692,88.99097340678559,Reverse Curriculum,risc
2713,88.38832014757337,Reverse Curriculum,risc
2735,88.57636606743272,Reverse Curriculum,risc
2756,87.73406934727022,Reverse Curriculum,risc
2777,89.33296660078867,Reverse Curriculum,risc
2798,89.37922876917318,Reverse Curriculum,risc
2819,87.11892914198054,Reverse Curriculum,risc
2841,86.59431203528746,Reverse Curriculum,risc
2862,84.28151149409425,Reverse Curriculum,risc
2883,87.13578917554413,Reverse Curriculum,risc
2904,87.01614597400852,Reverse Curriculum,risc
2925,87.14353333229352,Reverse Curriculum,risc
2947,86.69591416844567,Reverse Curriculum,risc
2968,84.93333010281773,Reverse Curriculum,risc
2989,87.4772750229851,Reverse Curriculum,risc
3010,87.59450947922487,Reverse Curriculum,risc
3032,87.54297931326911,Reverse Curriculum,risc
3053,87.93126007599943,Reverse Curriculum,risc
3074,86.32167420726604,Reverse Curriculum,risc
3095,87.21676130582193,Reverse Curriculum,risc
3116,86.92417527271445,Reverse Curriculum,risc
3138,86.49416648270338,Reverse Curriculum,risc
3159,87.16599166108222,Reverse Curriculum,risc
3180,87.15337694913919,Reverse Curriculum,risc
3201,87.92093633531381,Reverse Curriculum,risc
3222,86.87077169065573,Reverse Curriculum,risc
3244,87.3869443613748,Reverse Curriculum,risc
3265,85.46902496972841,Reverse Curriculum,risc
3286,87.09588531126252,Reverse Curriculum,risc
3307,88.57567923374796,Reverse Curriculum,risc
3328,87.21701232150042,Reverse Curriculum,risc
3350,83.79231499318259,Reverse Curriculum,risc
3371,84.21462514945178,Reverse Curriculum,risc
3392,86.49422669341781,Reverse Curriculum,risc
3413,87.10746633854399,Reverse Curriculum,risc
3435,84.98812913348578,Reverse Curriculum,risc
3456,85.3516809132129,Reverse Curriculum,risc
3477,86.44728460667156,Reverse Curriculum,risc
3498,88.13540703141382,Reverse Curriculum,risc
3519,88.86680485471558,Reverse Curriculum,risc
3541,89.5217814678911,Reverse Curriculum,risc
3562,91.80157591401637,Reverse Curriculum,risc
3583,93.75027276792682,Reverse Curriculum,risc
3604,94.33678566188216,Reverse Curriculum,risc
3625,93.70832419929661,Reverse Curriculum,risc
3647,94.63229439865367,Reverse Curriculum,risc
3668,94.1264726400688,Reverse Curriculum,risc
3689,94.0226964416179,Reverse Curriculum,risc
3710,93.6336223651933,Reverse Curriculum,risc
3733,94.87663181053091,Reverse Curriculum,risc
3754,92.34926532660434,Reverse Curriculum,risc
3775,90.22100682155948,Reverse Curriculum,risc
3796,89.14587863056241,Reverse Curriculum,risc
3817,89.07811030916871,Reverse Curriculum,risc
3839,85.7581522941656,Reverse Curriculum,risc
3860,87.42399787846409,Reverse Curriculum,risc
3881,89.70378232918418,Reverse Curriculum,risc
3902,89.97572861373645,Reverse Curriculum,risc
3923,89.21335812030946,Reverse Curriculum,risc
3945,87.47512393382257,Reverse Curriculum,risc
3966,90.09749134290294,Reverse Curriculum,risc
3987,89.1292628598164,Reverse Curriculum,risc
4008,89.29085182435973,Reverse Curriculum,risc
4029,88.76904428824274,Reverse Curriculum,risc
4051,87.18666513578671,Reverse Curriculum,risc
4072,86.36576142853907,Reverse Curriculum,risc
4093,88.05517458720725,Reverse Curriculum,risc
4114,86.46600527825198,Reverse Curriculum,risc
4136,88.23412171554699,Reverse Curriculum,risc
4157,87.9651587332586,Reverse Curriculum,risc
4178,85.23541627878333,Reverse Curriculum,risc
4199,87.26561063386539,Reverse Curriculum,risc
4220,86.90233534535699,Reverse Curriculum,risc
4242,88.37377655574673,Reverse Curriculum,risc
4263,87.44549156497095,Reverse Curriculum,risc
4284,85.45806141771183,Reverse Curriculum,risc
4305,85.25859972133108,Reverse Curriculum,risc
4326,85.0134063974729,Reverse Curriculum,risc
4348,85.97008756818907,Reverse Curriculum,risc
4369,87.02796797545288,Reverse Curriculum,risc
4390,89.27682784152671,Reverse Curriculum,risc
4411,90.69298173178036,Reverse Curriculum,risc
4432,92.85934684064229,Reverse Curriculum,risc
4454,93.29131853194956,Reverse Curriculum,risc
4480,85.8739254197889,Reverse Curriculum,risc
4501,92.60717781912611,Reverse Curriculum,risc
4522,91.88747870146278,Reverse Curriculum,risc
4543,91.55105177225421,Reverse Curriculum,risc
4564,92.37722252064601,Reverse Curriculum,risc
4587,82.84461864066644,Reverse Curriculum,risc
4618,72.89991903750644,Reverse Curriculum,risc
4644,84.8999743535631,Reverse Curriculum,risc
4685,87.17531003672721,Reverse Curriculum,risc
4711,75.14377962388795,Reverse Curriculum,risc
4749,74.89752555653672,Reverse Curriculum,risc
4777,29.266023864866202,Reverse Curriculum,risc
4798,31.020098519724677,Reverse Curriculum,risc
4823,43.47494571472253,Reverse Curriculum,risc
4844,90.73319605007374,Reverse Curriculum,risc
4865,89.63087173883592,Reverse Curriculum,risc
4886,91.0037779233621,Reverse Curriculum,risc
4907,92.50329408310584,Reverse Curriculum,risc
4929,91.41977725606993,Reverse Curriculum,risc
4950,90.4950752773472,Reverse Curriculum,risc
4971,87.68523004275556,Reverse Curriculum,risc
4992,86.79392032582865,Reverse Curriculum,risc
5013,85.32902535675476,Reverse Curriculum,risc
5035,86.09844034676426,Reverse Curriculum,risc
5056,86.9654896010425,Reverse Curriculum,risc
5077,86.96379496781597,Reverse Curriculum,risc
5098,85.37348145362341,Reverse Curriculum,risc
5119,83.9126199757455,Reverse Curriculum,risc
5141,81.75221517841229,Reverse Curriculum,risc
5162,82.20016390879069,Reverse Curriculum,risc
5183,80.34722858789279,Reverse Curriculum,risc
5204,82.47309000001873,Reverse Curriculum,risc
5225,84.03312183943383,Reverse Curriculum,risc
5247,85.06017508538203,Reverse Curriculum,risc
5268,84.47428538018885,Reverse Curriculum,risc
5289,86.86104890331534,Reverse Curriculum,risc
5310,84.84809681591712,Reverse Curriculum,risc
5332,85.67984731384473,Reverse Curriculum,risc
5353,83.32923418954317,Reverse Curriculum,risc
5374,83.41943328129754,Reverse Curriculum,risc
5395,85.31406864750605,Reverse Curriculum,risc
5416,85.27376734661321,Reverse Curriculum,risc
5438,84.9028582590817,Reverse Curriculum,risc
5459,85.92852653046756,Reverse Curriculum,risc
